time_referencia,competicao,pais_competicao,data_jogo,time_casa,time_fora,jogo,resultado,formacao_casa,formacao_fora,titulares_casa,titulares_fora,substituicoes,gols,assistencias
England,Int. Friendly Games,World,2024-06-07 18:45:00,England,Iceland,England x Iceland,0 x 1,4-2-3-1,4-2-3-1,Aaron Ramsdale | Kyle Walker | John Stones | Marc Guéhi | Kieran Trippier | Kobbie Mainoo | Declan Rice | Cole Palmer | Phil Foden | Anthony Gordon | Harry Kane,Hákon Rafn Valdimarsson | Bjarki Bjarkason | Sverrir Ingason | Daníel Grétarsson | Kolbeinn Finnsson | Arnór Traustason | Jóhann Guðmundsson | Mikael Anderson | Hakon Arnar Haraldsson | Jón Dagur Þórsteinsson | Andri Guðjohnsen,[FORA] 90' Valgeir Lunddal Fridriksson entrou no lugar de Jón Dagur Þórsteinsson | [FORA] 83' Arnór Sigurðsson entrou no lugar de Jóhann Guðmundsson | [FORA] 83' Ísak Bergmann Jóhannesson entrou no lugar de Hakon Arnar Haraldsson | [CASA] 77' Eberechi Eze entrou no lugar de Cole Palmer | [CASA] 65' Bukayo Saka entrou no lugar de Anthony Gordon | [CASA] 64' Joe Gomez entrou no lugar de Kieran Trippier | [CASA] 64' Ivan Toney entrou no lugar de Harry Kane | [CASA] 64' Trent Alexander-Arnold entrou no lugar de Kyle Walker | [FORA] 64' Stefán Teitur Þórðarson entrou no lugar de Mikael Anderson | [CASA] 46' Ezri Konsa entrou no lugar de John Stones,[FORA] 12' Jón Dagur Þórsteinsson,[FORA] 12' Hakon Arnar Haraldsson -> Jón Dagur Þórsteinsson
Scotland,Int. Friendly Games,World,2024-06-07 18:45:00,Scotland,Finland,Scotland x Finland,2 x 2,3-4-2-1,4-4-2,Angus Gunn | Jack Hendry | Grant Hanley | Kieran Tierney | Tony Ralston | Billy Gilmour | Callum McGregor | Andy Robertson | Ryan Christie | John McGinn | Lawrence Shankland,Jesse Joronen | Ilmari Niskanen | Arttu Hoskonen | Leo Väisänen | Tuomas Ollila | Casper Terho | Robin Lod | Matti Peltola | Niilo Mäenpää | Joel Pohjanpalo | Teemu Pukki,[FORA] 80' Leo Walta entrou no lugar de Niilo Mäenpää | [CASA] 79' Scott McKenna entrou no lugar de Grant Hanley | [CASA] 79' Lewis Morgan entrou no lugar de Ryan Christie | [CASA] 69' Ryan Jack entrou no lugar de Billy Gilmour | [CASA] 69' Craig Gordon entrou no lugar de Angus Gunn | [FORA] 69' Benjamin Källman entrou no lugar de Joel Pohjanpalo | [FORA] 68' Tomas Galvez entrou no lugar de Tuomas Ollila | [FORA] 68' Juho Talvitie entrou no lugar de Casper Terho | [CASA] 63' Tommy Conway entrou no lugar de Lawrence Shankland | [CASA] 63' Greg Taylor entrou no lugar de Andy Robertson | [FORA] 57' Oliver Antman entrou no lugar de Teemu Pukki | [FORA] 46' Viljami Sinisalo entrou no lugar de Jesse Joronen,[FORA] 85' Oliver Antman | [FORA] 72' Benjamin Källman | [CASA] 58' Lawrence Shankland | [CASA] 54' Arttu Hoskonen,[FORA] 72' Oliver Antman -> Benjamin Källman | [CASA] 58' Andy Robertson -> Lawrence Shankland
Germany,Int. Friendly Games,World,2024-06-07 18:45:00,Germany,Greece,Germany x Greece,2 x 1,4-2-3-1,4-2-3-1,Manuel Neuer | Joshua Kimmich | Antonio Rüdiger | Jonathan Tah | Maximilian Mittelstädt | Robert Andrich | Toni Kroos | Jamal Musiala | İlkay Gündoğan | Florian Wirtz | Kai Havertz,Odysseas Vlachodimos | Lazaros Rota | Konstantinos Mavropanos | Pantelis Hatzidiakos | Dimitrios Giannoulis | Manolis Siopis | Petros Mantalos | Giorgos Masouras | Tasos Bakasetas | Christos Tzolis | Fotis Ioannidis,[FORA] 78' Dimitris Kourbelis entrou no lugar de Petros Mantalos | [FORA] 78' Giorgos Athanasiadis entrou no lugar de Odysseas Vlachodimos | [CASA] 69' Niclas Füllkrug entrou no lugar de Robert Andrich | [CASA] 68' Nico Schlotterbeck entrou no lugar de Antonio Rüdiger | [CASA] 68' Benjamin Henrichs entrou no lugar de Joshua Kimmich | [CASA] 68' Pascal Groß entrou no lugar de İlkay Gündoğan | [FORA] 68' Andreas Bouchalakis entrou no lugar de Tasos Bakasetas | [FORA] 68' Anastasios Douvikas entrou no lugar de Giorgos Masouras | [CASA] 46' Leroy Sané entrou no lugar de Florian Wirtz | [CASA] 46' David Raum entrou no lugar de Maximilian Mittelstädt | [FORA] 10' Vangelis Pavlidis entrou no lugar de Fotis Ioannidis,[CASA] 89' Pascal Groß | [CASA] 55' Kai Havertz | [FORA] 33' Giorgos Masouras,[CASA] 55' Leroy Sané -> Kai Havertz
Czechia,Int. Friendly Games,World,2024-06-07 15:30:00,Czechia,Malta,Czechia x Malta,7 x 1,3-1-4-2,3-5-2,Matěj Kovář | Martin Vitík | Robin Hranáč | David Zima | Michal Sadílek | Vladimír Coufal | Antonín Barák | Pavel Šulc | David Jurásek | Tomáš Chorý | Mojmír Chytil,Henry Bonello | Steve Borg | Enrico Pepe | Jean Borg | Joseph Mbong | Matthew Guillaumier | Stephen Pisani | Teddy Teuma | Ryan Camenzuli | Paul Mbong | Kemar Reid,[CASA] 79' Lukáš Červ entrou no lugar de Mojmír Chytil | [FORA] 77' Jake Grech entrou no lugar de Teddy Teuma | [FORA] 77' Kurt Shaw entrou no lugar de Steve Borg | [FORA] 69' Juan Carlos Corbalan entrou no lugar de Stephen Pisani | [FORA] 69' Matias Garcia entrou no lugar de Ryan Camenzuli | [CASA] 63' Matěj Jurásek entrou no lugar de David Jurásek | [CASA] 63' Václav Černý entrou no lugar de Tomáš Chorý | [CASA] 63' Tomáš Vlček entrou no lugar de Vladimír Coufal | [CASA] 56' Ondrej Lingr entrou no lugar de Antonín Barák | [FORA] 49' Zach Muscat entrou no lugar de Enrico Pepe | [FORA] 46' Alexander Satariano entrou no lugar de Kemar Reid | [CASA] 46' Vítězslav Jaroš entrou no lugar de Matěj Kovář,[CASA] 89' Václav Černý | [CASA] 85' Matěj Jurásek | [CASA] 71' Ondrej Lingr | [FORA] 59' Paul Mbong | [CASA] 57' Mojmír Chytil | [CASA] 47' David Jurásek | [CASA] 44' Mojmír Chytil | [CASA] 6' Antonín Barák,[CASA] 89' Matěj Jurásek -> Václav Černý | [CASA] 85' Pavel Šulc -> Matěj Jurásek | [FORA] 59' Zach Muscat -> Paul Mbong | [CASA] 57' Vladimír Coufal -> Mojmír Chytil | [CASA] 44' Vladimír Coufal -> Mojmír Chytil
Panama,"World Cup Qualification, CONCACAF 2nd round, Group D",North & Central America,2024-06-07 00:30:00,Panama,Guyana,Panama x Guyana,2 x 0,3-4-2-1,5-4-1,Luis Mejía | Eduardo Anderson | José Córdoba | Roderick Miller | Amir Murillo | Aníbal Godoy | Adalberto Carrasquilla | Éric Davis | Yoel Bárcenas | Ismael Díaz | Cecilio Waterman,Quillan Roberts | Leo Lovell | Curtez Kellman | Jalen Jones | Terence Vancooten | Liam Gordon | Nathan Ferguson | Elliot Bonds | Stephen Duke-McKenna | Nathan Moriah-Welsh | Omari Glasgow,[CASA] 83' Jovani Welch entrou no lugar de Aníbal Godoy | [CASA] 79' César Blackman entrou no lugar de Éric Davis | [FORA] 79' Kadell Daniel entrou no lugar de Elliot Bonds | [FORA] 78' Kelsey Benjamin entrou no lugar de Nathan Ferguson | [FORA] 69' Deon Moore entrou no lugar de Terence Vancooten | [CASA] 46' José Luis Rodríguez entrou no lugar de Ismael Díaz | [CASA] 46' Cristian Martínez entrou no lugar de Roderick Miller | [CASA] 35' José Fajardo entrou no lugar de Cecilio Waterman,[CASA] 65' José Luis Rodríguez | [CASA] 62' Cristian Martínez,[CASA] 65' Yoel Bárcenas -> José Luis Rodríguez | [CASA] 62' Adalberto Carrasquilla -> Cristian Martínez
Haiti,"World Cup Qualification, CONCACAF 2nd round, Group C",North & Central America,2024-06-06 21:00:00,Haiti,Saint Lucia,Haiti x Saint Lucia,2 x 1,4-4-2,5-4-1,Johny Placide | Carlens Arcus | Ricardo Adé | Jean-Kévin Duverne | Duke Lacroix | Fafà Picault | Carl Fred Sainté | Leverton Pierre | Derrick Etienne | Frantzdy Pierrot | Duckens Nazon,Vino Barclett | Josh Solomon-Davies | Melvin Doxilly | Terell Thomas | Alvinus Myers | Kurt Frederick | Lester Joseph | Cheye Alexander | Peter Pearson | Ridel Stanislas | Caniggia Elva,[FORA] 90' Brandon Sandiford entrou no lugar de Lester Joseph | [CASA] 86' Mondy Prunier entrou no lugar de Duckens Nazon | [FORA] 84' Leaus Henville entrou no lugar de Peter Pearson | [CASA] 80' Christopher Attys entrou no lugar de Frantzdy Pierrot | [FORA] 64' Shaquan Nelson entrou no lugar de Ridel Stanislas | [CASA] 64' Louicius Don Deedson entrou no lugar de Derrick Etienne | [CASA] 46' Danley Jean Jacques entrou no lugar de Carl Fred Sainté,[CASA] 77' Duckens Nazon | [CASA] 47' Jean-Kévin Duverne | [FORA] 18' Caniggia Elva,[CASA] 47' Fafà Picault -> Jean-Kévin Duverne
Senegal,"FIFA World Cup, Qualification CAF, Group B",Africa,2024-06-06 19:00:00,Senegal,DR Congo,Senegal x DR Congo,1 x 1,3-4-3,4-4-2,Edouard Mendy | Abdoulaye Seck | Kalidou Koulibaly | Moussa Niakhaté | Ismaïla Sarr | Idrissa Gana Gueye | Pape Matar Sarr | Habib Diarra | Habibou Diallo | Nicolas Jackson | Iliman Ndiaye,Dimitry Bertaud | Axel Tuanzebe | Chancel Mbemba | Henoc Inonga | Arthur Masuaku | Gaël Kakuta | Samuel Moutoussamy | Charles Pickel | Yoane Wissa | Meschak Elia | Samuel Essende,[CASA] 90' Cherif Ndiaye entrou no lugar de Nicolas Jackson | [CASA] 90' Lamine Camara entrou no lugar de Pape Matar Sarr | [FORA] 84' Joris Kayembe entrou no lugar de Arthur Masuaku | [FORA] 84' Fiston Mayele entrou no lugar de Meschak Elia | [CASA] 78' Abdallah Sima entrou no lugar de Habibou Diallo | [CASA] 78' Pathé Ismaël Ciss entrou no lugar de Idrissa Gana Gueye | [FORA] 73' Edo Kayembe entrou no lugar de Gaël Kakuta | [FORA] 73' Chadrac Akolo entrou no lugar de Charles Pickel | [CASA] 62' Pape Gueye entrou no lugar de Iliman Ndiaye | [FORA] 57' Théo Bongonda entrou no lugar de Yoane Wissa,[FORA] 85' Fiston Mayele | [CASA] 45+1' Ismaïla Sarr,[FORA] 85' Chadrac Akolo -> Fiston Mayele | [CASA] 45+1' Habibou Diallo -> Ismaïla Sarr
Algeria,"World Cup Qualification, CAF, Group G",Africa,2024-06-06 19:00:00,Algeria,Guinea,Algeria x Guinea,1 x 2,4-3-3,5-3-2,Anthony Mandrea | Youcef Atal | Aïssa Mandi | Mohamed Tougai | Rayan Aït-Nouri | Ramiz Zerrouki | Yacine Brahimi | Nabil Bentaleb | Saïd Benrahma | Yassine Benzia | Amine Gouiri,Ibrahim Kone | Yasser Balde | Saïdou Sow | Julian Jeanvier | Ibrahim Diakité | Issiaga Sylla | Abdoulaye Touré | Amadou Diawara | Aguibou Camara | Morlaye Sylla | Serhou Guirassy,[FORA] 90' Ibrahima Conté entrou no lugar de Julian Jeanvier | [FORA] 90' Mohamed Bayo entrou no lugar de Serhou Guirassy | [CASA] 84' Monsef Bakrar entrou no lugar de Ramiz Zerrouki | [FORA] 82' Dembo Sylla entrou no lugar de Ibrahim Diakité | [CASA] 80' Jaouen Hadjam entrou no lugar de Saïd Benrahma | [CASA] 80' Kevin Van Den Kerkhof entrou no lugar de Youcef Atal | [FORA] 74' Mory Konate entrou no lugar de Amadou Diawara | [FORA] 74' Ilaix Moriba entrou no lugar de Morlaye Sylla | [CASA] 59' Mohamed Amoura entrou no lugar de Yassine Benzia | [CASA] 59' Baghdad Bounedjah entrou no lugar de Yacine Brahimi,[FORA] 63' Aguibou Camara | [CASA] 52' Yasser Balde | [FORA] 50' Morlaye Sylla,
Ghana,"FIFA World Cup, Qualification CAF, Group I",Africa,2024-06-06 19:00:00,Mali,Ghana,Mali x Ghana,1 x 2,4-4-2,3-4-3,Mamadou Samassa | Falaye Sacko | Sikou Niakaté | Mohamed Camara | Daouda Guindo | Lassana Coulibaly | Modibo Sagnan | Amadou Haidara | Lassine Sinayoko | Kamory Doumbia | Adama Malouda Traoré,Lawrence Ati Zigi | Alidu Seidu | Alexander Djiku | Mohammed Salisu | Tariq Lamptey | Thomas Partey | Salis Abdul Samed | Gideon Mensah | Ernest Nuamah | Antoine Semenyo | Mohammed Kudus,[FORA] 88' Abdul Fatawu Issahaku entrou no lugar de Mohammed Kudus | [FORA] 88' Sulemana entrou no lugar de Salis Abdul Samed | [CASA] 82' Sekou Koita entrou no lugar de Adama Malouda Traoré | [FORA] 79' Abdul Mumin entrou no lugar de Alidu Seidu | [FORA] 79' Jordan Ayew entrou no lugar de Antoine Semenyo | [FORA] 72' Elisha Owusu entrou no lugar de Ernest Nuamah | [CASA] 65' Dorgeles Nene entrou no lugar de Lassana Coulibaly | [CASA] 56' Diadié Samassékou entrou no lugar de Amadou Haidara | [CASA] 56' El Bilal Touré entrou no lugar de Lassine Sinayoko | [CASA] 56' Boubakar Kouyaté entrou no lugar de Modibo Sagnan,[FORA] 90+4' Jordan Ayew | [FORA] 58' Ernest Nuamah | [CASA] 45+1' Kamory Doumbia,[FORA] 90+4' Abdul Fatawu Issahaku -> Jordan Ayew | [FORA] 58' Salis Abdul Samed -> Ernest Nuamah
Egypt,"FIFA World Cup, Qualification CAF, Group A",Africa,2024-06-06 19:00:00,Egypt,Burkina Faso,Egypt x Burkina Faso,2 x 1,3-5-2,4-3-3,Mohamed El-Shenawy | Rami Rabia | Hamdy Fathy | Mohamed Abdelmonem | Mohamed Hany | Marwan Attia | Zizo | Emam Ashour | Mahmoud Trézéguet | Mostafa Mohamed | Mohamed Salah,Kilian Nikièma | Steeve Yago | Edmond Tapsoba | Nasser Djiga | Mohamed Ouédraogo | Sacha Banse | Ibrahim Blati Tourè | Gustavo Sangaré | Dango Ouattara | Lassina Traoré | Ousseni Bouda,[CASA] 90' Ibrahim Adel entrou no lugar de Mostafa Mohamed | [CASA] 90' Ahmed Amin Oufa entrou no lugar de Mahmoud Trézéguet | [FORA] 84' Mohamed Konaté entrou no lugar de Lassina Traoré | [CASA] 72' Omar Kamal entrou no lugar de Zizo | [CASA] 58' Akram Tawfik entrou no lugar de Emam Ashour | [FORA] 46' Hassane Bandé entrou no lugar de Ousseni Bouda | [FORA] 46' Cédric Badolo entrou no lugar de Gustavo Sangaré | [FORA] 46' Saidou Simporé entrou no lugar de Ibrahim Blati Tourè,[FORA] 56' Lassina Traoré | [CASA] 7' Mahmoud Trézéguet | [CASA] 3' Mahmoud Trézéguet,[CASA] 3' Mohamed Salah -> Mahmoud Trézéguet
Canada,Int. Friendly Games,World,2024-06-06 18:45:00,Netherlands,Canada,Netherlands x Canada,4 x 0,4-3-3,4-4-2,Bart Verbruggen | Lutsharel Geertruida | Matthijs de Ligt | Daley Blind | Micky van de Ven | Jerdy Schouten | Georginio Wijnaldum | Ryan Gravenberch | Jeremie Frimpong | Brian Brobbey | Memphis Depay,Dayne St. Clair | Alistair Johnston | Moise Bombito | Derek Cornelius | Alphonso Davies | Tajon Buchanan | Ismael Koné | Stephen Eustaquio | Liam Millar | Jonathan David | Cyle Larin,[CASA] 86' Joey Veerman entrou no lugar de Ryan Gravenberch | [FORA] 79' Samuel Piette entrou no lugar de Ismael Koné | [CASA] 71' Virgil van Dijk entrou no lugar de Daley Blind | [CASA] 71' Stefan de Vrij entrou no lugar de Matthijs de Ligt | [FORA] 71' Mathieu Choinière entrou no lugar de Stephen Eustaquio | [FORA] 70' Junior Hoilett entrou no lugar de Cyle Larin | [CASA] 62' Donyell Malen entrou no lugar de Memphis Depay | [CASA] 62' Wout Weghorst entrou no lugar de Brian Brobbey | [CASA] 62' Steven Bergwijn entrou no lugar de Jeremie Frimpong | [FORA] 56' Charles-Andreas Brym entrou no lugar de Tajon Buchanan | [FORA] 56' Dominick Zator entrou no lugar de Alistair Johnston | [FORA] 46' Jacob Shaffelburg entrou no lugar de Liam Millar,[CASA] 83' Virgil van Dijk | [CASA] 63' Wout Weghorst | [CASA] 57' Jeremie Frimpong | [CASA] 50' Memphis Depay,[CASA] 50' Jeremie Frimpong -> Memphis Depay
Jordan,"World Cup Qualification, AFC, Round 2, Group G",Asia,2024-06-06 17:30:00,Jordan,Tajikistan,Jordan x Tajikistan,3 x 0,4-3-3,4-3-3,Yazeed Abu Laila | Abdallah Nasib | Yazan Al-Arab | Salem Al Ajalin | Mahmoud Al-Mardi | Ehsan Haddad | Nizar Mahmoud Al-Rashdan | Noor Al-Deen Al Rawabdeh | Mousa Tamari | Yazan Al-Naimat | Ali Olwan,Rustam Yatimov | Manuchekhr Safarov | Vakhdat Khanonov | Zoir Dzhuraboev | Akhtam Nazarov | Ehsoni Panshanbe | Juraboev | Parvizdzhon Umarbaev | Amadoni Kamolov | Rustam Soirov | Shervoni Mabatshoev,[FORA] 90' Rakhmatsho Rakhmatzoda entrou no lugar de Amadoni Kamolov | [FORA] 90' Fatkhullo Olimzoda entrou no lugar de Rustam Soirov | [CASA] 90' Aref Al-Haj entrou no lugar de Ali Olwan | [CASA] 90' Saad Al Rousan entrou no lugar de Yazan Al-Arab | [CASA] 89' Mohannad Abu Taha entrou no lugar de Mousa Tamari | [CASA] 89' Ibrahim Sadeh entrou no lugar de Nizar Mahmoud Al-Rashdan | [CASA] 89' Mohammad Ali Hasheesh entrou no lugar de Mahmoud Al-Mardi | [FORA] 80' Shahrom Samiev entrou no lugar de Manuchekhr Safarov | [FORA] 71' Nuriddin Khamrokulov entrou no lugar de Shervoni Mabatshoev,[CASA] 90+4' Ibrahim Sadeh | [CASA] 68' Yazan Al-Naimat | [CASA] 51' Ali Olwan,[CASA] 90+4' Yazan Al-Naimat -> Ibrahim Sadeh | [CASA] 68' Mahmoud Al-Mardi -> Yazan Al-Naimat | [CASA] 51' Yazan Al-Naimat -> Ali Olwan
Qatar,"World Cup Qualification, AFC, Round 2, Group A",Asia,2024-06-06 16:00:00,Afghanistan,Qatar,Afghanistan x Qatar,0 x 0,4-4-2,3-4-2-1,Ovays Azizi | Amid Arezou | Haroon Fakhrudin | Najim Haidary | Habibulla Askar | Mosawer Ahadi | Rahmat Akbari | Zelfy Nazary | Taufee Skandari | Fareed Sadat | Jabar Sharza,Saad Al Sheeb | Abdalla Yousif | Mohamed Emad Ayash | Yousef Marei | Tahsin Mohammed Jamshid | Naif Al-Hadhrami | Mostafa Mashaal | Homam Al-Amin | Abdullah Badr Al-Yazidi | Ibrahim Al-Hassan | Ahmed Al-Rawi,[CASA] 78' Sayeed Reza Hussaini entrou no lugar de Najim Haidary | [CASA] 78' Omid Musawi entrou no lugar de Mosawer Ahadi | [FORA] 74' Hazem Shehata entrou no lugar de Homam Al-Amin | [FORA] 74' Yusuf Abdurisag entrou no lugar de Ibrahim Al-Hassan | [FORA] 73' Abdullah Al-Ahrak entrou no lugar de Naif Al-Hadhrami | [CASA] 60' Omid Popalzay entrou no lugar de Fareed Sadat | [CASA] 60' Siar Sadat entrou no lugar de Amid Arezou | [FORA] 60' Mohamed Gouda entrou no lugar de Tahsin Mohammed Jamshid | [FORA] 54' Mahdi Salem entrou no lugar de Abdullah Badr Al-Yazidi | [CASA] 23' Jamshed Asekzai entrou no lugar de Rahmat Akbari,,
Saudi Arabia,"World Cup Qualification, AFC, Round 2, Group G",Asia,2024-06-06 15:30:00,Pakistan,Saudi Arabia,Pakistan x Saudi Arabia,0 x 3,5-3-2,3-4-2-1,Yousuf Butt | Mohammad Umar Hayat | Mamoon Mossa Khan | Abdullah Iqbal | Haseeb Khan | Mohammad Fazal | Umair Ali | Rahis Nabi | Otis Khan | Fareed Ullah | Adeel Younas,Mohammed Al-Owais | Rayan Hamed | Ali Lajami | Hassan Kadesh | Sultan Al-Ghannam | Musab Al Juwayr | Mukhtar Ali | Moteb Al-Harbi | Abdulrahman Ghareeb | Salem Al-Dawsari | Firas Al-Buraikan,[CASA] 90' McKeal Abdullah entrou no lugar de Adeel Younas | [CASA] 90' Abdul Rehman entrou no lugar de Mohammad Fazal | [FORA] 78' Sami Al Naji entrou no lugar de Salem Al-Dawsari | [FORA] 77' Marwan Al-Sahafi entrou no lugar de Sultan Al-Ghannam | [CASA] 70' Imran Kayani entrou no lugar de Fareed Ullah | [FORA] 66' Awn Al-Saluli entrou no lugar de Ali Lajami | [FORA] 66' Mohamed Kanno entrou no lugar de Mukhtar Ali | [FORA] 66' Abdullah Al-Hamdan entrou no lugar de Abdulrahman Ghareeb | [CASA] 46' Ali Uzair Mahmood entrou no lugar de Umair Ali | [CASA] 46' Waqar Ihtisham entrou no lugar de Mamoon Mossa Khan,[FORA] 59' Musab Al Juwayr | [FORA] 41' Firas Al-Buraikan | [FORA] 26' Firas Al-Buraikan,[FORA] 59' Abdulrahman Ghareeb -> Musab Al Juwayr | [FORA] 41' Sultan Al-Ghannam -> Firas Al-Buraikan | [FORA] 26' Sultan Al-Ghannam -> Firas Al-Buraikan
Uzbekistan,"World Cup Qualification, AFC, Round 2, Group E",Asia,2024-06-06 14:30:00,Uzbekistan,Turkmenistan,Uzbekistan x Turkmenistan,3 x 1,3-4-3,3-4-3,Utkir Yusupov | Rustam Ashurmatov | Umarbek Eshmuradov | Husniddin Aliqulov | Sherzod Nasrullaev | Odiljon Khamrobekov | Otabek Shukurov | Azizbek Turgunboev | Jaloliddin Masharipov | Eldor Shomurodov | Oston Urunov,Rustem Ahallyyev | Yhlas Toyjanov | Annaguliyev Guychmyrat | Abdy Byashimov | Hakmuhammet Bashimov | Mirza Beknazarov | Velmyrat Ballakov | Alibek Abdurakhmanov | Shanazar Tirkishov | Didar Durdyýew | Altymyrat Annadurdiyev,[FORA] 84' Selim Nurmuradov entrou no lugar de Velmyrat Ballakov | [CASA] 84' Khozhimat Erkinov entrou no lugar de Oston Urunov | [CASA] 76' Jamshid Iskandarov entrou no lugar de Jaloliddin Masharipov | [CASA] 76' Abdulla Abdullaev entrou no lugar de Otabek Shukurov | [FORA] 76' Meylis Durdyyev entrou no lugar de Abdy Byashimov | [FORA] 58' Myrat Annaýew entrou no lugar de Didar Durdyýew | [FORA] 58' Arslanmurat Amanov entrou no lugar de Altymyrat Annadurdiyev | [CASA] 50' Abbosbek Fayzullaev entrou no lugar de Azizbek Turgunboev | [CASA] 50' Abdukodir Khusanov entrou no lugar de Umarbek Eshmuradov | [FORA] 46' Mekan Saparov entrou no lugar de Yhlas Toyjanov,[CASA] 70' Sherzod Nasrullaev | [CASA] 29' Oston Urunov | [FORA] 25' Shanazar Tirkishov | [CASA] 17' Husniddin Aliqulov,[CASA] 70' Husniddin Aliqulov -> Sherzod Nasrullaev | [CASA] 29' Eldor Shomurodov -> Oston Urunov | [FORA] 25' Altymyrat Annadurdiyev -> Shanazar Tirkishov | [CASA] 17' Jaloliddin Masharipov -> Husniddin Aliqulov
Japan,"World Cup Qualification, AFC, Round 2, Group B",Asia,2024-06-06 12:10:00,Myanmar,Japan,Myanmar x Japan,0 x 5,5-4-1,3-4-2-1,Kyaw Zin Phyo | Watt Lai Phone | Soe Moe Kyaw | Kyaw Min Oo | Hein Soe Thet | Zwe Htet Min | Oakkar Naing | Wai Lin Aung | Nay Moe Naing | Lwin Moe Aung | Maung Maung Lwin,Daiya Maekawa | Daiki Hashioka | Shogo Taniguchi | Hiroki Itō | Yukinari Sugawara | Hidemasa Morita | Reo Hatate | Keito Nakamura | Ritsu Doan | Daichi Kamada | Koki Ogawa,[CASA] 90' Chan Nyein Kyaw entrou no lugar de Wai Lin Aung | [FORA] 80' Ko Itakura entrou no lugar de Hidemasa Morita | [CASA] 67' Zwe Khant Min entrou no lugar de Zwe Htet Min | [CASA] 65' Suan La Mang entrou no lugar de Maung Maung Lwin | [CASA] 65' Win Naing Tun entrou no lugar de Lwin Moe Aung | [FORA] 62' Yuki Soma entrou no lugar de Yukinari Sugawara | [FORA] 62' Daizen Maeda entrou no lugar de Daichi Kamada | [FORA] 46' Yuito Suzuki entrou no lugar de Ritsu Doan | [FORA] 46' Takumu Kawamura entrou no lugar de Reo Hatate | [CASA] 46' Hein Htet Aung entrou no lugar de Oakkar Naing,[FORA] 90+3' Keito Nakamura | [FORA] 83' Koki Ogawa | [FORA] 75' Koki Ogawa | [FORA] 34' Ritsu Doan | [FORA] 17' Keito Nakamura,[FORA] 90+3' Koki Ogawa -> Keito Nakamura | [FORA] 75' Yuki Soma -> Koki Ogawa | [FORA] 17' Daichi Kamada -> Keito Nakamura
